Fondsposition per,"20.Sept.2024"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"INR","INR/USD","Cash und/oder Derivate","FX","15,86","0,00","15,86","904.863,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","16,01","0,00","16,01","912.951,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","16,02","0,00","16,02","913.524,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","16,04","0,00","16,04","914.623,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","16,05","0,00","16,05","915.297,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","16,08","0,00","16,08","917.348,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","16,11","0,00","16,11","918.671,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","16,14","0,00","16,14","920.420,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","16,35","0,00","16,35","932.402,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","16,47","0,00","16,47","939.678,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","16,50","0,00","16,50","941.006,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","16,70","0,00","16,70","952.646,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","16,76","0,00","16,76","956.221,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","16,85","0,00","16,85","961.178,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","16,94","0,00","16,94","965.987,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","16,96","0,00","16,96","967.214,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","17,00","0,00","17,00","969.678,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","17,02","0,00","17,02","970.843,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","17,02","0,00","17,02","970.867,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","17,04","0,00","17,04","972.212,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","17,12","0,00","17,12","976.405,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","17,28","0,00","17,28","985.524,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","17,51","0,00","17,51","998.766,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","17,63","0,00","17,63","1.005.711,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","17,87","0,00","17,87","1.019.483,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","18,13","0,00","18,13","1.034.383,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","18,25","0,00","18,25","1.040.912,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","18,38","0,00","18,38","1.048.121,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","18,38","0,00","18,38","1.048.212,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","18,57","0,00","18,57","1.059.244,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","18,61","0,00","18,61","1.061.381,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","18,78","0,00","18,78","1.070.995,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","18,79","0,00","18,79","1.071.659,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","18,81","0,00","18,81","1.072.745,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","18,89","0,00","18,89","1.077.281,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","19,00","0,00","19,00","1.083.599,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","19,11","0,00","19,11","1.090.142,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","19,27","0,00","19,27","1.099.223,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","19,34","0,00","19,34","1.102.952,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","19,37","0,00","19,37","1.104.965,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","19,54","0,00","19,54","1.114.724,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","19,63","0,00","19,63","1.119.868,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","19,65","0,00","19,65","1.120.575,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","19,87","0,00","19,87","1.133.639,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","19,88","0,00","19,88","1.133.854,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","19,90","0,00","19,90","1.135.205,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","20,05","0,00","20,05","1.143.580,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","20,08","0,00","20,08","1.145.109,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","20,14","0,00","20,14","1.148.609,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","20,25","0,00","20,25","1.154.969,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","20,65","0,00","20,65","1.177.597,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","20,78","0,00","20,78","1.185.065,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","20,97","0,00","20,97","1.196.249,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","21,07","0,00","21,07","1.201.535,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","21,08","0,00","21,08","1.202.165,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","21,35","0,00","21,35","1.217.905,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","21,36","0,00","21,36","1.218.265,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","21,46","0,00","21,46","1.224.158,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","21,50","0,00","21,50","1.226.607,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","21,57","0,00","21,57","1.230.111,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","21,69","0,00","21,69","1.236.975,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","21,79","0,00","21,79","1.242.862,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","21,89","0,00","21,89","1.248.732,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","21,95","0,00","21,95","1.251.846,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","22,00","0,00","22,00","1.255.025,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","22,01","0,00","22,01","1.255.187,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","22,05","0,00","22,05","1.257.565,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","22,20","0,00","22,20","1.266.423,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","22,27","0,00","22,27","1.270.480,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","22,36","0,00","22,36","1.275.476,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","22,72","0,00","22,72","1.295.736,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","22,86","0,00","22,86","1.304.093,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","22,95","0,00","22,95","1.309.234,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","23,08","0,00","23,08","1.316.341,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","23,16","0,00","23,16","1.320.998,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","23,25","0,00","23,25","1.326.025,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","23,28","0,00","23,28","1.327.771,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","23,36","0,00","23,36","1.332.603,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","23,38","0,00","23,38","1.333.333,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","23,56","0,00","23,56","1.344.017,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","23,64","0,00","23,64","1.348.165,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","23,64","0,00","23,64","1.348.490,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","23,77","0,00","23,77","1.355.591,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","23,88","0,00","23,88","1.361.929,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","23,89","0,00","23,89","1.362.453,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","24,01","0,00","24,01","1.369.700,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","24,11","0,00","24,11","1.375.365,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","24,12","0,00","24,12","1.375.660,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","24,16","0,00","24,16","1.378.052,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","24,24","0,00","24,24","1.382.671,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","24,27","0,00","24,27","1.384.314,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","24,29","0,00","24,29","1.385.659,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","24,38","0,00","24,38","1.390.567,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","24,77","0,00","24,77","1.412.642,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","24,87","0,00","24,87","1.418.631,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","25,06","0,00","25,06","1.429.241,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","25,17","0,00","25,17","1.435.558,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","25,39","0,00","25,39","1.448.447,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","25,42","0,00","25,42","1.450.066,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","25,50","0,00","25,50","1.454.702,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","25,56","0,00","25,56","1.457.779,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","26,06","0,00","26,06","1.486.383,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","26,09","0,00","26,09","1.488.306,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","26,35","0,00","26,35","1.503.062,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","26,45","0,00","26,45","1.508.721,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","26,68","0,00","26,68","1.521.763,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","26,71","0,00","26,71","1.523.379,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","26,94","0,00","26,94","1.536.376,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","27,01","0,00","27,01","1.540.642,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","27,36","0,00","27,36","1.560.452,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","27,42","0,00","27,42","1.564.117,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","27,49","0,00","27,49","1.567.804,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","27,55","0,00","27,55","1.571.324,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","27,56","0,00","27,56","1.572.148,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","27,65","0,00","27,65","1.577.364,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","27,70","0,00","27,70","1.579.807,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","27,86","0,00","27,86","1.589.282,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","28,04","0,00","28,04","1.599.315,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","28,23","0,00","28,23","1.610.188,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","28,41","0,00","28,41","1.620.347,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","28,83","0,00","28,83","1.644.589,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","28,91","0,00","28,91","1.649.007,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","28,95","0,00","28,95","1.651.291,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","29,17","0,00","29,17","1.663.544,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","29,20","0,00","29,20","1.665.329,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","29,31","0,00","29,31","1.671.972,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","29,46","0,00","29,46","1.680.590,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","29,47","0,00","29,47","1.680.930,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","29,54","0,00","29,54","1.684.759,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","29,73","0,00","29,73","1.696.021,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","29,75","0,00","29,75","1.697.100,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","29,89","0,00","29,89","1.705.028,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","30,05","0,00","30,05","1.713.858,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","30,18","0,00","30,18","1.721.562,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","30,39","0,00","30,39","1.733.156,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","30,65","0,00","30,65","1.748.122,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","30,67","0,00","30,67","1.749.099,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","31,25","0,00","31,25","1.782.241,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","31,54","0,00","31,54","1.798.971,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","31,87","0,00","31,87","1.818.023,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","32,20","0,00","32,20","1.836.364,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","32,32","0,00","32,32","1.843.243,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","32,37","0,00","32,37","1.846.315,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","32,52","0,00","32,52","1.854.703,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","32,60","0,00","32,60","1.859.691,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","32,95","0,00","32,95","1.879.366,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","33,17","0,00","33,17","1.892.031,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","33,31","0,00","33,31","1.900.233,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","33,43","0,00","33,43","1.906.515,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","33,49","0,00","33,49","1.910.324,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","34,27","0,00","34,27","1.954.698,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","34,30","0,00","34,30","1.956.454,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","34,49","0,00","34,49","1.967.354,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","34,56","0,00","34,56","1.971.356,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","35,00","0,00","35,00","1.996.318,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","35,12","0,00","35,12","2.002.947,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","35,15","0,00","35,15","2.004.702,00","1,00","Vereinigte Staaten","-","USD"
"INR","INR/USD","Cash und/oder Derivate","FX","35,51","0,00","35,51","2.025.667,00","1,00","Vereinigte Staaten","-","USD"
